book_id,goodreads_book_id,best_book_id,work_id,authors,original_publication_year,title,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,Genre 1,Genre 2,Genre 3,Genre 4,isbn,isbn13
369,22232,22232,963221,Jerry Spinelli,2000,Stargirl (Stargirl #1),3.74,237560,245315,11717,9710,22399,62918,76059,74229,https://images.gr-assets.com/books/1335947642m/22232.jpg,https://images.gr-assets.com/books/1335947642s/22232.jpg,young adult,fiction,realistic fiction,,439488400,9.78E+12
370,7090447,7090447,7346572,Rick Riordan,2010,The Red Pyramid (Kane Chronicles #1),4.06,232791,242889,10914,4565,12571,46486,78216,101051,https://images.gr-assets.com/books/1366227978m/7090447.jpg,https://images.gr-assets.com/books/1366227978s/7090447.jpg,fantasy,young adult,mythology,rick riordan,1423113381,9.78E+12
371,350,350,908211,Robert A. Heinlein,1961,Stranger in a Strange Land,3.91,220301,229222,6293,10416,16204,45343,69937,87322,https://images.gr-assets.com/books/1156897088m/350.jpg,https://images.gr-assets.com/books/1156897088s/350.jpg,science fiction,fiction,classics,,441788386,9.78E+12
372,10176,10176,2582035,David Sedaris,2004,Dress Your Family in Corduroy and Denim,4.08,191923,204247,5776,2483,6620,37230,82749,75165,https://images.gr-assets.com/books/1352983006m/10176.jpg,https://images.gr-assets.com/books/1352983006s/10176.jpg,humor,nonfiction,memoir,,965904830,9.78E+12
373,6319,6319,1249788,Roald Dahl Quentin Blake,1982,The BFG,4.22,245855,264369,7906,2987,7906,42480,86105,124891,https://images.gr-assets.com/books/1327872673m/6319.jpg,https://images.gr-assets.com/books/1327872673s/6319.jpg,children's,fantasy,fiction,,141311371,9.78E+12
374,21,21,2305997,Bill Bryson,2003,A Short History of Nearly Everything,4.19,191535,206367,9065,3514,7196,29992,71534,94131,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,nonfiction,science,history,,076790818X,9.78E+12
375,1852,1852,3252320,Jack London,1903,The Call of the Wild,3.83,223932,248795,6770,6366,16636,62853,90382,72558,https://images.gr-assets.com/books/1452291694m/1852.jpg,https://images.gr-assets.com/books/1452291694s/1852.jpg,classics,fiction,adventure,,439227143,9.78E+12
376,7864437,7864437,11022464,James Dashner,2011,The Death Cure (Maze Runner #3),3.77,223674,257184,19975,6731,23270,68067,84128,74988,https://images.gr-assets.com/books/1303997647m/7864437.jpg,https://images.gr-assets.com/books/1303997647s/7864437.jpg,young adult,dystopian,,,385738773,9.78E+12
377,16793,16793,3166179,Neil Gaiman,1999,Stardust,4.07,237602,277184,13731,2959,10183,52599,109208,102235,https://images.gr-assets.com/books/1459127484m/16793.jpg,https://images.gr-assets.com/books/1459127484s/16793.jpg,fantasy,fiction,romance,young adult,61142026,9.78E+12
378,33917,33917,16171,Jhumpa Lahiri,2003,The Namesake,3.96,184211,192903,9824,1926,8889,42552,81043,58493,https://images.gr-assets.com/books/1480106986m/33917.jpg,https://images.gr-assets.com/books/1480106986s/33917.jpg,fiction,india,book club,contemporary,618485228,9.78E+12
379,8667848,8667848,13190160,Deborah Harkness,2011,A Discovery of Witches (All Souls Trilogy #1),3.99,226622,249735,25179,9304,16503,43523,79322,101083,https://images.gr-assets.com/books/1322168805m/8667848.jpg,https://images.gr-assets.com/books/1322168805s/8667848.jpg,fantasy,fiction,romance,paranormal,670022411,9.78E+12
380,11297,11297,2956680,Haruki Murakami Jay Rubin,1987,Norwegian Wood,4.02,183988,217817,12522,2927,10416,41293,87041,76140,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,fiction,japan,romance,japanese,375704027,9.78E+12
381,5168,5168,1649,Billie Letts,1995,Where the Heart Is,4,208333,210368,3147,2053,8967,48023,79147,72178,https://images.gr-assets.com/books/1327959469m/5168.jpg,https://images.gr-assets.com/books/1327959469s/5168.jpg,fiction,chick lit,romance,contemporary,446672211,9.78E+12
382,6567017,6567017,6759965,John Green David Levithan,2010,Will Grayson Will Grayson,3.84,236431,254305,15782,8039,18868,60009,87132,80257,https://images.gr-assets.com/books/1368393890m/6567017.jpg,https://images.gr-assets.com/books/1368393890s/6567017.jpg,young adult,contemporary,lgbt,,525421580,9.78E+12
383,1241,1241,3140930,James Frey,2003,A Million Little Pieces,3.62,184241,189931,10857,9619,18950,51504,63727,46131,https://images.gr-assets.com/books/1483206985m/1241.jpg,https://images.gr-assets.com/books/1483206985s/1241.jpg,nonfiction,fiction,biography,book club,307276902,9.78E+12
384,2282133,2282133,6651004,Richelle Mead,2008,Frostbite (Vampire Academy #2),4.3,256745,270065,10056,2851,7224,36392,84199,139399,https://images.gr-assets.com/books/1361098960m/2282133.jpg,https://images.gr-assets.com/books/1361098960s/2282133.jpg,young adult,vampires,fantasy,paranormal,1595141758,9.78E+12
385,8520610,8520610,13387396,Susan Cain,2012,Quiet: The Power of Introverts in a World That Can't Stop Talking,4.04,202135,221729,17573,5116,10093,39869,82757,83894,https://images.gr-assets.com/books/1328562861m/8520610.jpg,https://images.gr-assets.com/books/1328562861s/8520610.jpg,nonfiction,favorites,self help,,307352145,9.78E+12
386,233818,233818,3215136,Scott O'Dell,1960,Island of the Blue Dolphins (Island of the Blue Dolphins #1),3.8,236015,245968,6699,8175,19308,61975,80520,75990,https://images.gr-assets.com/books/1475166260m/233818.jpg,https://images.gr-assets.com/books/1475166260s/233818.jpg,young adult,fiction,historical fiction,classics,440439884,9.78E+12
387,17250,17250,1426723,Arthur Miller Christopher Bigsby,1953,The Crucible,3.55,242980,253242,5390,9010,29173,80661,83304,51094,https://images.gr-assets.com/books/1447764813m/17250.jpg,https://images.gr-assets.com/books/1447764813s/17250.jpg,classics,plays,fiction,historical fiction,142437336,9.78E+12
388,50,50,1158125,Gary Paulsen,1986,Hatchet (Brian's Saga #1),3.68,222553,231963,10378,12070,22390,59179,73180,65144,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,young adult,fiction,adventure,classics,689840926,9.78E+12
389,68428,68428,66322,Brandon Sanderson,2006,The Final Empire (Mistborn #1),4.43,208944,238993,16276,1783,4008,20554,76611,136037,https://images.gr-assets.com/books/1480717416m/68428.jpg,https://images.gr-assets.com/books/1480717416s/68428.jpg,fantasy,fiction,epic fantasy,series,076531178X,9.78E+12
390,51496,51496,3164921,Robert Louis Stevenson Vladimir Nabokov Mervyn Peake Dan Chaon,1886,The Strange Case of Dr. Jekyll and Mr. Hyde,3.79,223535,259652,7958,2939,16110,76470,100514,63619,https://images.gr-assets.com/books/1318116526m/51496.jpg,https://images.gr-assets.com/books/1318116526s/51496.jpg,classics,fiction,horror,,451528956,9.78E+12
391,7784,7784,886002,Dr. Seuss,1971,The Lorax,4.35,226564,230363,3231,3193,6884,29815,57259,133212,https://images.gr-assets.com/books/1327879938m/7784.jpg,https://images.gr-assets.com/books/1327879938s/7784.jpg,children's,picture books,,,679889108,9.78E+12
392,389627,389627,2617009,Jeff Kinney,2004,Diary of a Wimpy Kid (Diary of a Wimpy Kid #1),3.96,254852,263269,13337,10196,18564,53471,69722,111316,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,humor,diary of a wimpy kid,fiction,children's,810993139,9.78E+12
393,7896527,7896527,11138426,Sarah J. Maas,2012,Throne of Glass (Throne of Glass #1),4.24,274987,327865,29145,8471,12115,41710,96202,169367,https://images.gr-assets.com/books/1495278054m/7896527.jpg,https://images.gr-assets.com/books/1495278054s/7896527.jpg,fantasy,young adult,,romance,1599906953,9.78E+12
394,2802316,2802316,6651006,Richelle Mead,2008,Shadow Kiss (Vampire Academy #3),4.37,266742,278963,10074,2876,6532,32789,78293,158473,https://images.gr-assets.com/books/1361099049m/2802316.jpg,https://images.gr-assets.com/books/1361099049s/2802316.jpg,young adult,vampires,fantasy,paranormal,1595141979,9.78E+12
395,46170,46170,2252079,Ernest Hemingway,1940,For Whom the Bell Tolls,3.95,195063,206219,4658,4578,11772,43122,75680,71067,https://images.gr-assets.com/books/1492591524m/46170.jpg,https://images.gr-assets.com/books/1492591524s/46170.jpg,classics,fiction,literature,,684803356,9.78E+12
396,3367956,3367956,3407295,Jamie Ford,2009,Hotel on the Corner of Bitter and Sweet,3.98,197294,211336,18120,2345,9368,44408,88468,66747,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,historical fiction,book club,fiction,historical,345505336,9.78E+12
397,343,343,2977727,Patrick Süskind John E. Woods,1985,Perfume: The Story of a Murderer,4,178135,222754,10057,5659,12862,41804,78658,83771,https://images.gr-assets.com/books/1409112276m/343.jpg,https://images.gr-assets.com/books/1409112276s/343.jpg,fiction,historical fiction,classics,horror,140120831,9.78E+12
398,1097,1097,2207547,Eric Schlosser,2001,Fast Food Nation: The Dark Side of the All-American Meal,3.73,179347,183361,5063,7881,12314,47602,69009,46555,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,nonfiction,food,health,,60838582,9.78E+12
399,3950967,3950967,3007490,J.K. Rowling,2007,The Tales of Beedle the Bard,4.06,284833,319107,11330,3019,15025,69367,103350,128346,https://images.gr-assets.com/books/1373467575m/3950967.jpg,https://images.gr-assets.com/books/1373467575s/3950967.jpg,fantasy,young adult,fiction,harry potter,747599874,9.78E+12
400,22328,888628,909457,William Gibson,1984,Neuromancer,3.88,183878,202417,6623,9313,14728,40328,65376,72672,https://images.gr-assets.com/books/1167348726m/22328.jpg,https://images.gr-assets.com/books/1167348726s/22328.jpg,science fiction,fiction,cyberpunk,,441569595,9.78E+12
401,10799,10799,4652599,Ernest Hemingway,1929,A Farewell to Arms,3.79,186613,207523,7249,6224,16181,50604,77096,57418,https://images.gr-assets.com/books/1313714836m/10799.jpg,https://images.gr-assets.com/books/1313714836s/10799.jpg,classics,fiction,historical fiction,,99910101,9.78E+12
402,391729,391729,1383053,Edgar Allan Poe,1843,The Tell-Tale Heart and Other Writings,4.15,195689,197636,1050,2456,6438,33803,70786,84153,https://images.gr-assets.com/books/1327936583m/391729.jpg,https://images.gr-assets.com/books/1327936583s/391729.jpg,classics,horror,fiction,short stories,553212281,9.78E+12
403,10534,10534,3200649,Sun Tzu Thomas Cleary,-500,The Art of War,3.95,167332,203948,6335,2930,11589,48265,70644,70520,https://images.gr-assets.com/books/1453417993m/10534.jpg,https://images.gr-assets.com/books/1453417993s/10534.jpg,nonfiction,classics,philosophy,history,1590302257,9.78E+12
404,11367726,11367726,16298550,William Landay,2012,Defending Jacob,3.97,182025,202066,17681,2777,8608,42024,87107,61550,https://images.gr-assets.com/books/1329612158m/11367726.jpg,https://images.gr-assets.com/books/1329612158s/11367726.jpg,book club,fiction,mystery,thriller,385344228,9.78E+12
405,4980,4980,2859378,Kurt Vonnegut Jr.,1973,Breakfast of Champions,4.08,178154,187177,5265,2137,7189,34421,72558,70872,https://images.gr-assets.com/books/1327934446m/4980.jpg,https://images.gr-assets.com/books/1327934446s/4980.jpg,fiction,classics,science fiction,humor,385334206,9.78E+12
406,627206,627206,1763052,Betty Edwards,1979,The New Drawing on the Right Side of the Brain,3.84,218264,224450,591,16846,16544,44024,56358,90678,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,art,nonfiction,drawing,,874774241,9.78E+12
407,5826,5826,859342,Ann Patchett,2001,Bel Canto,3.92,192330,200256,12134,4523,13395,43193,71190,67955,https://images.gr-assets.com/books/1352997328m/5826.jpg,https://images.gr-assets.com/books/1352997328s/5826.jpg,fiction,book club,contemporary,literary fiction,60838728,9.78E+12
408,1842,1842,2138852,Jared Diamond,1997,Guns Germs and Steel: The Fates of Human Societies,4,171558,185443,7872,4352,9752,35299,68549,67491,https://images.gr-assets.com/books/1453215833m/1842.jpg,https://images.gr-assets.com/books/1453215833s/1842.jpg,history,nonfiction,science,,739467352,9.78E+12
409,9375,9375,2129359,Fannie Flagg,1987,Fried Green Tomatoes at the Whistle Stop Cafe,4.26,207508,216286,4439,1259,4353,31358,79626,99690,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,fiction,historical fiction,lgbt,classics,375508414,9.78E+12
410,37781,37781,825843,Chinua Achebe,1958,Things Fall Apart (The African Trilogy #1),3.61,199346,213360,9884,9494,22041,59144,74584,48097,https://images.gr-assets.com/books/1352082529m/37781.jpg,https://images.gr-assets.com/books/1352082529s/37781.jpg,fiction,classics,historical fiction,africa,385474547,9.78E+12
411,33722,33722,2914,Sophie Kinsella,2005,The Undomestic Goddess,3.82,200509,209361,6772,4985,13344,56048,75290,59694,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,chick lit,romance,fiction,contemporary,385338694,9.78E+12
412,567795,23878688,832090,Gary Chapman,1990,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,4.23,165675,195438,7647,2672,6275,29306,63108,94077,https://images.gr-assets.com/books/1369401342m/567795.jpg,https://images.gr-assets.com/books/1369401342s/567795.jpg,nonfiction,self help,relationships,,1881273156,9.78E+12
413,7190,7190,1263212,Alexandre Dumas,1844,The Three Musketeers,4.06,195274,221481,4974,2176,8195,46090,83254,81766,https://images.gr-assets.com/books/1320436982m/7190.jpg,https://images.gr-assets.com/books/1320436982s/7190.jpg,classics,fiction,historical fiction,,,
414,6948436,6948436,4126074,Chris Cleave,2008,Little Bee,3.7,116784,197953,19680,5111,16849,54949,77107,43937,https://images.gr-assets.com/books/1344401905m/6948436.jpg,https://images.gr-assets.com/books/1344401905s/6948436.jpg,fiction,book club,africa,historical fiction,1416589643,9.78E+12
415,3975774,3975774,4021549,Alyson Noel,2009,Evermore (The Immortals #1),3.59,230031,235704,9228,16941,29301,59174,59075,71213,https://images.gr-assets.com/books/1362336360m/3975774.jpg,https://images.gr-assets.com/books/1362336360s/3975774.jpg,young adult,fantasy,paranormal,romance,031253275X,9.78E+12
416,6327,6327,105046,Roald Dahl Quentin Blake,1983,The Witches,4.17,221431,234145,5190,3156,7583,40191,79598,103617,https://images.gr-assets.com/books/1351707720m/6327.jpg,https://images.gr-assets.com/books/1351707720s/6327.jpg,fantasy,children's,fiction,,590032496,9.78E+12
417,40440,40440,849453,Diane Setterfield,2006,The Thirteenth Tale,3.95,213200,228602,19432,4510,12847,49274,85569,76402,https://images.gr-assets.com/books/1346267826m/40440.jpg,https://images.gr-assets.com/books/1346267826s/40440.jpg,fiction,mystery,book club,historical fiction,743298020,9.78E+12
418,6479259,6479259,6670482,Richelle Mead,2010,Spirit Bound (Vampire Academy #5),4.37,224247,235076,8030,2755,5907,26981,66097,133336,https://images.gr-assets.com/books/1291168967m/6479259.jpg,https://images.gr-assets.com/books/1291168967s/6479259.jpg,young adult,vampires,fantasy,paranormal,1595142509,9.78E+12
419,5996153,5996153,6651007,Richelle Mead,2009,Blood Promise (Vampire Academy #4),4.35,231853,244376,8782,2186,6182,30711,70250,135047,https://images.gr-assets.com/books/1442530605m/5996153.jpg,https://images.gr-assets.com/books/1442530605s/5996153.jpg,young adult,vampires,fantasy,paranormal,1595141987,9.78E+12
420,3478,3478,1622450,Nicholas Sparks,1998,Message in a Bottle,3.95,185116,192001,3721,4500,11979,44190,59999,71333,https://images.gr-assets.com/books/1163789140m/3478.jpg,https://images.gr-assets.com/books/1163789140s/3478.jpg,romance,nicholas sparks,fiction,chick lit,446676071,9.78E+12
421,8683812,8683812,13556031,Paula McLain,2011,The Paris Wife,3.79,191850,207590,18836,3575,12959,53900,89887,47269,https://images.gr-assets.com/books/1320545874m/8683812.jpg,https://images.gr-assets.com/books/1320545874s/8683812.jpg,historical fiction,book club,fiction,historical,345521307,9.78E+12
422,862041,862041,2962492,J.K. Rowling,1998,Harry Potter Boxset (Harry Potter #1-7),4.74,190050,204125,6508,1105,1285,7020,30666,164049,https://images.gr-assets.com/books/1392579059m/862041.jpg,https://images.gr-assets.com/books/1392579059s/862041.jpg,fantasy,young adult,fiction,harry potter,545044251,9.78E+12
423,16248068,16248068,20397129,Kiera Cass,2013,The Elite (The Selection #2),4.02,234247,269816,21810,4780,15546,53644,91201,104645,https://images.gr-assets.com/books/1391454595m/16248068.jpg,https://images.gr-assets.com/books/1391454595s/16248068.jpg,young adult,romance,dystopian,,62059963,9.78E+12
424,119073,119073,3138328,Umberto Eco William Weaver Seán Barrett,1980,The Name of the Rose,4.11,200217,224974,6075,4575,10031,36282,79311,94775,https://images.gr-assets.com/books/1415375471m/119073.jpg,https://images.gr-assets.com/books/1415375471s/119073.jpg,fiction,historical fiction,mystery,classics,156001314,9.78E+12
